word,color,condition,correct_key,condition_tag,thisN,thisTrialN,thisRepN,key_resp_stroop.keys,key_resp_stroop.corr,stroop_loop.thisRepN,stroop_loop.thisTrialN,stroop_loop.thisN,stroop_loop.thisIndex,thisRow.t,notes,piloting,Baseline_routine.started,baseline_screen.started,Baseline_routine.stopped,stroop_Instruction.started,instructionStroop.started,stroop_Instruction.stopped,stroop_trial.started,stroop_stim.started,key_resp_stroop.started,stroop_stim.stopped,key_resp_stroop.stopped,stroop_trial.stopped,stroop_loop.key_resp_stroop.keys,stroop_loop.key_resp_stroop.corr,ITI.started,text.started,text.stopped,ITI.stopped,oddball_instruction.started,instructionOddball.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
red,red,congruent,r,STROOP_CONG,88,88,0,None,0,0,88,88,100,454.02708329999587,,,,,,,,,454.005794699995,454.5119620999976,454.5119620999976,455.51166509999894,,456.000643899999,None,0,456.0007626000006,456.0119358000011,,457.0011499999964,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,89,89,0,None,0,0,89,89,70,457.02684379999846,,,,,,,,,457.0058054999972,457.5109983000002,457.5109983000002,458.5108274999948,,459.00059179999516,None,0,459.00070530000085,459.01179820000107,,460.000681599995,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,green,congruent,g,STROOP_CONG,90,90,0,None,0,0,90,90,2,460.0266774999982,,,,,,,,,460.0056605999998,460.51159149999876,460.51159149999876,461.5114886999945,,462.0008123000007,None,0,462.00093090000155,462.0116377000013,,463.00091539999994,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,blue,incongruent,b,STROOP_INCONG,91,91,0,None,0,0,91,91,81,463.026658099996,,,,,,,,,463.00626689999626,463.5116071999946,463.5116071999946,464.5114995999975,,465.01664979999623,None,0,465.0167689000009,465.0280165000004,,466.01666139999725,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,green,congruent,g,STROOP_CONG,92,92,0,None,0,0,92,92,13,466.0419897999964,,,,,,,,,466.021751100001,466.5114536999972,466.5114536999972,467.511614199997,,468.0006570999976,None,0,468.00077809999493,468.01146660000086,,469.00051600000006,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
red,blue,incongruent,b,STROOP_INCONG,93,93,0,None,0,0,93,93,104,469.0263588999951,,,,,,,,,469.00489519999974,469.5112287000011,469.5112287000011,470.5270759999985,,471.00046389999625,None,0,471.0005818999998,471.01123440000083,,472.0005033999987,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,blue,incongruent,b,STROOP_INCONG,94,94,0,None,0,0,94,94,17,472.025533,,,,,,,,,472.00576569999976,472.5112829999998,472.5112829999998,473.526790099997,474.01087330000155,474.0000294999991,None,0,474.00012609999976,474.01087330000155,,475.00013279999985,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,red,incongruent,r,STROOP_INCONG,95,95,0,None,0,0,95,95,67,475.02603629999794,,,,,,,,,475.00477359999786,475.5433845000007,475.5433845000007,476.5439791999961,,477.0040966000015,None,0,477.0043110999977,477.02624159999687,,478.01673540000047,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,96,96,0,None,0,0,96,96,89,478.02742489999946,,,,,,,,,478.0179408999975,478.5109689999954,478.5109689999954,479.5108775999979,,480.01637949999713,None,0,480.0164952999985,480.0272924999954,,481.01557799999864,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,blue,incongruent,b,STROOP_INCONG,97,97,0,None,0,0,97,97,32,481.0414807999987,,,,,,,,,481.02103499999794,481.54236419999506,481.54236419999506,482.54361439999775,,483.01633949999814,None,0,483.01645659999485,483.0271228999991,,484.0163840999958,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,98,98,0,None,0,0,98,98,62,484.0422966999977,,,,,,,,,484.02092529999936,484.5103620000009,484.5103620000009,485.5105672999998,486.0104951999965,485.99979309999617,None,0,485.9998923999956,486.0104951999965,487.01043509999727,486.9999693999998,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,99,99,0,None,0,0,99,99,58,487.01043509999727,,,,,,,,,487.00071229999594,487.5102764999974,487.5102764999974,488.50931280000077,,489.0256120999984,None,0,489.02573209999537,489.04211109999596,,490.0162257999982,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,blue,incongruent,b,STROOP_INCONG,100,100,0,None,0,0,100,100,43,490.04194460000144,,,,,,,,,490.0212068999972,490.51011769999604,490.51011769999604,491.51019919999817,492.01014709999436,491.9995454999953,None,0,491.9996409000014,492.01014709999436,493.01005710000027,492.9993504000013,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,red,incongruent,r,STROOP_INCONG,101,101,0,None,0,0,101,101,90,493.01005710000027,,,,,,,,,493.0001096999986,493.5102416000009,493.5102416000009,494.5096448999975,495.00994869999704,494.9993752999944,None,0,494.9994727000012,495.00994869999704,496.02388359999895,495.9982247000007,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,yellow,congruent,y,STROOP_CONG,102,102,0,None,0,0,102,102,101,496.02388359999895,,,,,,,,,496.0029218999989,496.5099410999974,496.5099410999974,497.50903919999837,498.00990729999467,497.99927119999484,None,0,497.99936879999586,498.00990729999467,499.0248811999991,498.9992370999971,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,103,103,0,None,0,0,103,103,39,499.0248811999991,,,,,,,,,499.00380790000054,499.50975489999837,499.50975489999837,500.50970830000006,501.00964089999616,500.99883159999445,None,0,500.99892700000055,501.00964089999616,502.0097881999973,501.99907600000006,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,104,104,0,None,0,0,104,104,91,502.0097881999973,,,,,,,,,501.99981000000116,502.50902149999456,502.50902149999456,503.50869019999664,504.0095394999953,503.99893169999996,None,0,503.9990284000014,504.0095394999953,505.02462150000065,504.99874409999757,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,blue,incongruent,b,STROOP_INCONG,105,105,0,None,0,0,105,105,28,505.02462150000065,,,,,,,,,505.00366279999434,505.50954120000097,505.50954120000097,506.50851039999543,507.00938529999985,506.99874629999977,None,0,506.99884490000113,507.00938529999985,508.02441949999775,507.99877710000146,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,green,incongruent,g,STROOP_INCONG,106,106,0,None,0,0,106,106,107,508.02441949999775,,,,,,,,,508.00329559999955,508.5092463999972,508.5092463999972,509.5089871999953,510.0093037999977,509.998780599999,None,0,509.9988779999985,510.0093037999977,511.02331419999973,510.99826629999734,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
red,red,congruent,r,STROOP_CONG,107,107,0,None,0,0,107,107,102,511.02331419999973,,,,,,,,,511.00273449999804,511.50904259999515,511.50904259999515,512.5091685000007,513.0086059999958,512.9991542999996,None,0,512.9992551999967,513.0086059999958,514.0241689999966,513.9982074,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,green,incongruent,g,STROOP_INCONG,108,108,0,None,0,0,108,108,52,514.0241689999966,,,,,,,,,514.0026536000005,514.5089565999951,514.5089565999951,515.5090014000016,516.0087744999983,515.9982416999992,None,0,515.9983398999975,516.0087744999983,517.024069799998,516.9983423999947,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,green,congruent,g,STROOP_CONG,109,109,0,None,0,0,109,109,73,517.024069799998,,,,,,,,,517.0033247999963,517.5088303000011,517.5088303000011,518.508937999999,519.0088370000012,518.9983384000006,None,0,518.9984377000001,519.0088370000012,520.0088245000006,519.9983532999977,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,green,congruent,g,STROOP_CONG,110,110,0,None,0,0,110,110,99,520.0088245000006,,,,,,,,,519.9990949999992,520.5082149000009,520.5082149000009,521.5088188000009,522.0087667999978,521.9980814999944,None,0,521.998179299997,522.0087667999978,523.0236614999958,522.9976499999975,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,blue,congruent,b,STROOP_CONG,111,111,0,None,0,0,111,111,85,523.0236614999958,,,,,,,,,523.0019037999955,523.5085952000009,523.5085952000009,524.5085674000002,525.0085245999944,524.9982581000004,None,0,524.9983549999961,525.0085245999944,526.0078023999959,525.9970087999973,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
red,red,congruent,r,STROOP_CONG,112,112,0,None,0,0,112,112,11,526.0078023999959,,,,,,,,,526.0012209999986,526.5083774000013,526.5083774000013,527.5083751999991,528.0078813,527.998402899997,None,0,527.9985126999964,528.0078813,529.0235939999984,528.9979189000005,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,red,incongruent,r,STROOP_INCONG,113,113,0,None,0,0,113,113,53,529.0235939999984,,,,,,,,,529.0032875999968,529.5083487999946,529.5083487999946,530.5075304999991,531.0078491999957,530.9965303999998,None,0,530.9966268999997,531.0078491999957,532.0081214999955,531.997537999996,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,red,incongruent,r,STROOP_INCONG,114,114,0,None,0,0,114,114,64,532.0081214999955,,,,,,,,,531.9983199999988,532.5081558999955,532.5081558999955,533.5081169999976,534.008093299999,533.9975570999959,None,0,533.9976543000012,534.008093299999,535.0231686999978,534.9974937000006,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,red,incongruent,r,STROOP_INCONG,115,115,0,None,0,0,115,115,110,535.0231686999978,,,,,,,,,535.0017593000011,535.5074677999946,535.5074677999946,536.5076818000016,537.0079803999979,536.9965129999982,None,0,536.9966156999944,537.0079803999979,538.0231923999963,537.9976681999979,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
green,green,congruent,g,STROOP_CONG,116,116,0,None,0,0,116,116,6,538.0231923999963,,,,,,,,,538.0027246999962,538.5078761999976,538.5078761999976,539.5078037999992,540.0078253999964,539.9970303000009,None,0,539.9971264999986,540.0078253999964,541.022902699995,540.9970775999973,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,green,incongruent,g,STROOP_INCONG,117,117,0,None,0,0,117,117,35,541.022902699995,,,,,,,,,541.0018105999989,541.5077419000008,541.5077419000008,542.5077132000006,543.0072151999993,542.9971222999957,None,0,542.9972214000009,543.0072151999993,544.0227744000003,543.9971691999963,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
blue,green,incongruent,g,STROOP_INCONG,118,118,0,None,0,0,118,118,45,544.0227744000003,,,,,,,,,544.0015302999964,544.5075685999982,544.5075685999982,545.5075714999984,546.0075748999952,545.9966776000001,None,0,545.9967724999951,546.0075748999952,547.0226964999965,546.9969803999993,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
yellow,yellow,congruent,y,STROOP_CONG,119,119,0,None,0,0,119,119,50,547.0226964999965,,,,,,,,,547.0022611999957,547.5074413999973,547.5074413999973,548.5066764000003,549.0073368999947,548.9968929999959,None,0,548.9969901000004,549.0073368999947,550.0077343999947,549.9970728999979,,,pilot001,001,2026-06-19_11h30.36.675,stroop_oddball,,2026.1.3,60.03420749156483,2026-06-19 11h30.37.801156 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.9972430999987,550.0077343999947,,,,,,,,,
