thisRow.t,notes,piloting,Baseline_routine.started,baseline_screen.started,participant,Age,Sex,Handedness,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.014883399999234825,0.025856000000203494,,,,,,,,,,,
